MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
190,65,7800,5,7,1939,1950,0,507,0,286,793,1,793,325,0,1118,1,0,1,0,3,1,5,1,1939,2,410,1,0,0,0,0,271,0,0,5,2006,119900
20,150,215245,7,5,1965,1965,0,1236,820,80,2136,1,2036,0,0,2036,2,0,2,0,3,1,8,2,1965,2,513,1,0,0,0,0,0,0,0,6,2009,375000
70,60,9600,7,7,1925,1990,0,16,0,712,728,1,832,809,0,1641,0,1,1,1,3,1,6,1,1925,2,546,1,0,0,234,0,0,0,0,8,2006,178000
60,71,7795,7,5,2004,2005,0,425,0,291,716,1,716,716,0,1432,1,0,2,1,3,1,6,1,2004,2,432,1,100,51,0,0,0,0,0,7,2009,188500
60,94,13005,7,7,1980,1980,278,692,0,153,845,1,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983,2,484,1,288,195,0,0,0,0,0,8,2009,260000
60,75,9000,8,5,2006,2006,0,0,0,1088,1088,1,1088,871,0,1959,0,0,2,1,3,1,8,1,2006,3,1025,1,208,46,0,0,0,0,0,12,2007,270000
60,90,9900,7,5,1993,1993,256,987,0,360,1347,1,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993,3,656,1,340,60,144,0,0,0,0,4,2009,260000
80,NA,14115,7,5,1980,1980,225,1036,0,336,1372,1,1472,0,0,1472,1,0,2,0,3,1,6,2,1980,2,588,1,233,48,0,0,0,0,0,6,2009,187500
60,111,16259,9,5,2006,2006,370,0,0,1249,1249,1,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006,3,840,1,240,154,0,0,0,0,0,9,2006,342643
60,99,12099,8,5,2004,2004,388,970,0,166,1136,1,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004,3,872,1,184,154,0,0,0,0,0,6,2007,354000
60,86,10380,7,5,1986,1987,172,28,1474,0,1502,1,1553,1177,0,2730,1,0,2,1,4,1,8,1,1987,2,576,1,201,96,0,0,0,0,0,8,2007,301000
20,49,5820,3,8,1955,2005,0,256,0,906,1162,1,1163,0,0,1163,1,0,1,0,3,1,6,0,1955,1,220,1,142,98,0,0,0,0,0,7,2006,126175
80,96,11275,7,7,1967,2007,300,0,0,710,710,1,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961,2,564,1,240,0,0,0,0,0,0,6,2010,242000
45,50,5000,5,6,1941,1950,0,116,0,604,720,0,803,0,0,803,0,0,1,0,2,1,5,0,1941,2,360,1,0,0,244,0,0,0,0,12,2007,87000
120,32,10846,8,5,1993,1993,0,1619,0,100,1719,1,1719,0,0,1719,2,0,1,1,1,1,6,2,1993,2,473,1,122,30,0,0,0,0,0,5,2008,324000
20,80,11600,6,5,1960,1960,175,565,0,818,1383,1,1383,0,0,1383,0,0,1,1,3,1,7,0,1960,1,292,1,0,45,0,0,0,0,0,4,2006,145250
75,NA,11888,6,6,1916,1994,0,0,0,844,844,0,1445,689,0,2134,0,0,2,0,5,1,10,0,1930,2,441,1,0,60,268,0,0,0,0,7,2009,214500
70,60,6402,5,5,1920,1950,0,0,0,596,596,0,596,596,0,1192,0,0,1,0,3,1,6,0,1920,1,189,0,0,0,137,0,0,0,0,7,2009,78000
90,NA,10624,5,4,1964,1964,84,40,264,1424,1728,1,1728,0,0,1728,0,1,2,0,6,2,10,0,2002,1,352,1,155,0,0,0,0,0,0,11,2007,119000
20,70,8176,5,6,1958,1992,0,846,0,210,1056,1,1056,0,0,1056,1,0,1,0,3,1,6,0,1958,1,308,1,0,0,0,0,0,0,0,8,2007,139000
20,85,10655,8,5,2003,2004,296,1124,479,1603,3206,1,1629,0,0,1629,1,0,2,0,3,1,7,1,2003,3,880,1,0,0,0,0,0,0,0,10,2009,284000
120,59,8198,7,5,2004,2004,146,720,0,638,1358,1,1358,0,0,1358,1,0,2,0,2,1,6,1,2004,2,484,1,192,30,0,0,0,0,0,7,2008,207000
60,59,9042,6,5,1998,1998,0,828,0,115,943,1,943,695,0,1638,1,0,2,1,3,1,7,2,1998,2,472,1,100,38,0,0,0,0,0,7,2008,192000
190,NA,164660,5,6,1965,1965,0,1249,147,103,1499,1,1619,167,0,1786,2,0,2,0,3,1,7,2,1965,2,529,1,670,0,0,0,0,0,700,8,2008,228950
20,86,14157,9,5,2005,2006,200,1249,0,673,1922,1,1922,0,0,1922,1,0,2,0,3,1,8,1,2005,3,676,1,178,51,0,0,0,0,0,7,2007,377426
20,70,9135,7,5,2002,2003,113,810,0,726,1536,1,1536,0,0,1536,1,0,2,0,3,1,7,0,2002,2,532,1,192,74,0,0,0,0,0,12,2008,214000
20,91,14145,7,7,1984,1998,0,213,0,995,1208,1,1621,0,0,1621,1,0,2,0,3,1,8,0,1984,2,440,1,108,45,0,0,0,0,400,5,2006,202500
20,66,12400,6,7,1958,1998,176,585,0,630,1215,1,1215,0,0,1215,0,0,1,0,3,1,6,0,1958,1,297,1,0,0,0,0,234,0,0,6,2009,155000
60,85,14191,8,5,2002,2002,0,0,0,967,967,1,993,915,0,1908,0,0,2,1,4,1,9,0,2002,2,431,1,135,0,0,0,0,0,0,4,2010,202900
20,60,8400,4,4,1950,1950,0,0,0,721,721,1,841,0,0,841,0,0,1,0,2,1,4,0,1950,1,294,0,250,0,24,0,0,0,0,9,2009,82000
90,NA,8544,3,4,1949,1950,340,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949,2,400,1,0,0,0,0,0,0,0,5,2006,87500
120,63,8849,9,5,2005,2005,616,28,0,1656,1684,1,1684,0,0,1684,0,0,2,0,2,1,6,1,2005,2,564,1,495,72,0,0,0,0,0,7,2008,266000
160,36,2592,5,3,1976,1976,0,129,232,175,536,1,536,576,0,1112,0,0,1,1,3,1,4,0,1976,1,336,1,182,0,0,0,0,0,0,4,2010,85000
50,65,6435,6,5,1939,1950,0,0,0,972,972,1,972,605,0,1577,0,0,1,0,3,1,6,1,1939,1,312,1,0,0,0,0,0,0,0,10,2006,140200
20,NA,12772,6,8,1960,1998,0,498,0,460,958,1,958,0,0,958,0,0,1,0,2,1,5,0,1960,1,301,1,0,0,0,0,0,0,15500,4,2007,151500
20,NA,17600,6,5,1960,1960,30,1270,0,208,1478,1,1478,0,0,1478,1,0,2,0,3,1,6,2,1960,2,498,1,0,40,0,0,0,0,0,12,2009,157500
160,36,2448,7,5,2003,2004,106,573,0,191,764,1,764,862,0,1626,1,0,2,1,2,1,6,0,2003,2,474,1,0,27,0,0,0,0,0,10,2008,154000
60,56,20431,9,5,2005,2006,870,1410,0,438,1848,1,1848,880,0,2728,1,0,2,1,4,1,10,2,2006,3,706,1,0,0,0,0,0,0,0,4,2006,437154
120,68,7820,9,5,2007,2007,362,0,0,1869,1869,1,1869,0,0,1869,0,0,2,0,2,1,6,1,2007,2,617,1,210,54,0,0,0,0,0,12,2007,318061
120,NA,5271,7,5,1986,1986,0,1082,0,371,1453,1,1453,0,0,1453,1,0,1,1,2,1,6,1,1986,2,445,1,0,80,0,0,184,0,0,12,2006,190000
50,60,9084,5,6,1941,1950,0,236,380,0,616,0,616,495,0,1111,0,1,1,0,3,1,5,0,1941,1,200,1,48,0,0,0,0,0,0,3,2008,95000
30,60,8520,6,8,1928,2003,0,0,0,624,624,1,720,0,0,720,0,0,1,0,2,1,5,0,2005,2,484,1,106,0,0,0,0,0,0,5,2010,105900
50,60,8400,6,5,1940,2000,0,388,0,552,940,1,1192,403,0,1595,0,0,1,0,2,1,6,2,1940,1,240,1,0,0,108,0,0,0,0,6,2006,140000
20,105,11249,6,5,1995,1995,0,334,544,322,1200,1,1200,0,0,1200,1,0,2,0,3,1,6,0,1995,2,521,1,0,26,0,0,0,0,0,8,2007,177500
20,NA,9248,6,6,1992,1992,106,560,0,598,1158,1,1167,0,0,1167,1,0,2,0,3,1,6,0,1992,2,400,1,120,26,0,0,0,0,0,7,2009,173000
120,44,4224,5,5,1976,1976,0,874,0,268,1142,1,1142,0,0,1142,1,0,1,1,3,1,6,1,1976,2,528,1,536,90,0,0,0,0,0,8,2007,134000
80,92,6930,5,4,1958,1958,120,300,294,468,1062,1,1352,0,0,1352,0,1,1,0,3,1,6,0,1958,1,288,1,168,0,294,0,0,0,0,7,2006,130000
60,78,12011,8,5,1998,1998,530,956,0,130,1086,1,1086,838,0,1924,1,0,2,1,3,1,7,1,1998,2,592,1,208,75,0,0,374,0,0,6,2006,280000
85,NA,7540,6,6,1978,1978,0,773,0,115,888,1,912,0,0,912,1,0,1,0,2,1,5,1,1978,2,470,1,0,0,0,0,192,0,0,6,2007,156000
50,NA,9144,5,5,1940,1982,0,399,0,484,883,1,988,517,0,1505,1,0,1,0,3,1,8,0,1940,1,240,0,0,0,0,0,0,0,0,7,2008,145000
85,64,7301,7,5,2003,2003,500,0,0,0,0,1,495,1427,0,1922,0,0,3,0,4,1,7,1,2003,2,672,1,0,0,177,0,0,0,0,7,2009,198500
160,21,1680,6,8,1972,2007,510,162,0,321,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1972,1,264,1,250,0,0,0,0,0,0,5,2009,118000
60,NA,18800,6,5,1976,1976,120,712,0,84,796,1,790,784,0,1574,1,0,2,1,3,1,6,1,1976,2,566,1,306,111,0,0,0,0,0,7,2006,190000
70,59,10690,5,7,1920,1997,0,456,0,216,672,1,672,672,0,1344,0,0,1,0,3,1,6,0,1964,1,468,1,0,128,218,0,0,0,0,7,2009,147000
20,NA,9500,6,5,1963,1963,247,609,0,785,1394,1,1394,0,0,1394,1,0,1,1,3,1,6,2,1963,2,514,1,0,76,0,0,185,0,0,7,2009,159000
80,101,9150,6,5,1962,1962,305,371,0,728,1099,1,1431,0,0,1431,0,1,1,0,3,1,6,1,1962,1,296,1,64,110,0,0,0,0,0,12,2008,165000
20,78,7800,5,6,1954,1954,200,540,0,728,1268,1,1268,0,0,1268,0,0,1,0,2,1,7,1,1954,1,244,1,0,98,0,0,0,0,0,3,2010,132000
20,NA,9830,5,7,1959,2006,0,72,258,733,1063,1,1287,0,0,1287,1,0,1,0,3,1,7,1,1997,2,576,1,364,17,0,0,182,0,0,3,2010,162000
60,NA,8121,6,5,2000,2000,0,0,0,953,953,1,953,711,0,1664,0,0,2,1,3,1,7,1,2000,2,460,1,100,40,0,0,0,0,0,1,2006,172400
50,80,17120,4,4,1959,1959,0,0,0,0,0,1,1120,468,0,1588,0,0,2,0,4,1,7,1,1991,2,680,0,0,59,0,0,0,0,0,7,2008,134432
120,50,7175,6,5,1984,1984,0,623,121,0,744,1,752,0,0,752,1,0,1,0,2,1,4,0,1984,1,264,1,353,0,0,0,90,0,0,2,2010,125000
20,79,10634,5,6,1953,1953,0,428,180,0,608,1,1319,0,0,1319,1,0,1,0,3,1,5,0,1953,1,270,1,66,0,0,0,0,0,0,11,2009,123000
60,65,8200,7,5,2003,2004,0,0,0,847,847,1,847,1081,0,1928,0,0,2,1,4,1,8,1,2003,2,434,1,100,48,0,0,0,0,0,7,2007,219500
30,NA,10020,1,1,1922,1950,0,350,0,333,683,0,904,0,0,904,1,0,0,1,1,1,4,0,NA,0,0,1,0,0,0,0,0,0,0,3,2009,61000
85,57,8846,5,5,1996,1996,0,298,0,572,870,1,914,0,0,914,0,0,1,0,2,1,5,0,1998,2,576,1,0,0,0,0,0,0,0,7,2006,148000
60,102,11143,8,5,2004,2005,0,0,0,1580,1580,1,1580,886,0,2466,0,0,3,0,4,1,8,1,2004,2,610,1,159,214,0,0,0,0,0,12,2007,340000
20,88,11394,9,2,2010,2010,350,1445,0,411,1856,1,1856,0,0,1856,1,0,1,1,1,1,8,1,2010,3,834,1,113,0,0,0,0,0,0,6,2010,394432
60,60,8123,6,5,2000,2000,16,0,0,982,982,1,1007,793,0,1800,0,0,2,1,3,1,7,1,2000,2,463,1,100,63,0,0,0,0,0,6,2009,179000
50,50,5000,5,6,1924,1950,0,218,0,808,1026,1,1026,665,0,1691,0,0,2,0,3,1,6,1,1924,1,308,1,0,0,242,0,0,0,0,5,2010,127000
20,60,7200,7,5,2006,2006,0,0,0,1293,1293,1,1301,0,0,1301,1,0,2,0,2,1,5,1,2006,2,572,1,216,121,0,0,0,0,0,8,2006,187750
60,79,9245,7,5,2006,2006,0,0,0,939,939,1,939,858,0,1797,0,0,2,1,3,1,8,0,2006,2,639,1,144,53,0,0,0,0,0,4,2007,213500
45,60,9000,6,3,1928,1950,0,0,0,784,784,0,784,0,0,784,0,0,1,0,2,1,5,0,1950,2,360,0,0,0,91,0,0,0,0,10,2009,76000
60,NA,53107,6,5,1992,1992,0,985,0,595,1580,1,1079,874,0,1953,1,0,2,1,3,1,9,2,1992,2,501,1,216,231,0,0,0,0,0,6,2007,240000
120,43,3182,8,5,2004,2005,16,24,0,1232,1256,1,1269,0,0,1269,0,0,2,0,2,1,6,1,2004,2,430,1,146,20,0,0,144,0,0,4,2010,192000
50,58,8410,5,3,1910,1996,0,0,0,658,658,1,658,526,0,1184,0,0,1,0,5,1,8,0,NA,0,0,0,0,151,0,0,0,0,0,5,2006,81000
80,72,7200,6,6,1976,1976,255,631,0,410,1041,1,1125,0,0,1125,1,0,1,0,3,1,6,1,1977,1,352,1,296,0,0,0,0,0,0,10,2009,125000
20,93,9382,7,5,1999,2000,125,0,0,1468,1468,1,1479,0,0,1479,0,0,2,0,3,1,6,0,1999,2,577,1,120,25,0,0,0,0,0,7,2008,191000
60,96,12474,10,5,2007,2008,272,1280,0,402,1682,1,1742,590,0,2332,1,0,2,1,3,1,9,1,2008,3,846,1,196,134,0,0,0,0,0,8,2008,426000
50,50,8405,5,8,1900,1950,0,241,391,229,861,1,961,406,0,1367,1,0,1,0,4,1,7,0,1978,1,384,1,0,130,112,0,0,0,0,4,2008,119000
60,71,12209,6,5,2001,2002,0,690,0,114,804,1,804,1157,0,1961,1,0,2,1,3,1,7,1,2001,2,560,1,125,192,0,0,0,0,0,6,2009,215000
20,NA,8339,5,7,1959,1959,0,0,0,0,0,1,882,0,0,882,0,0,1,0,3,1,5,0,1959,1,294,1,0,0,0,0,0,0,1200,7,2007,106500
30,NA,7446,4,5,1941,1950,0,266,0,522,788,1,788,0,0,788,0,0,1,0,2,1,4,2,NA,0,0,1,0,0,0,0,0,0,0,4,2006,100000
50,60,10134,5,6,1940,1950,0,0,0,735,735,1,735,299,0,1034,0,0,1,0,2,1,5,0,1940,1,240,1,0,39,0,0,0,0,0,7,2007,109000
20,68,9571,5,6,1956,1956,0,739,0,405,1144,1,1144,0,0,1144,1,0,1,0,3,1,6,0,1956,1,596,1,44,0,0,0,0,0,0,6,2010,129000
20,60,7200,5,5,1972,1972,0,777,0,117,894,1,894,0,0,894,0,0,1,0,2,1,6,0,1985,2,600,1,215,0,0,0,0,0,0,9,2009,123000
60,69,7590,5,5,1962,1962,288,540,0,324,864,1,876,936,0,1812,0,0,2,0,4,1,8,1,1962,1,264,1,0,168,0,0,0,0,0,7,2007,169500
30,60,8967,5,2,1920,1950,0,0,0,961,961,1,1077,0,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,0,0,0,11,2007,67000
60,65,8125,7,5,2006,2007,100,812,0,280,1092,1,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,1,0,168,0,0,0,0,0,10,2009,241000
120,38,14963,8,5,1996,1996,0,786,0,474,1260,1,1288,0,0,1288,1,0,1,1,1,1,4,2,1996,2,500,1,120,30,0,0,224,0,0,12,2008,245500
20,65,8767,7,5,2005,2005,0,24,0,1286,1310,1,1310,0,0,1310,0,0,2,0,3,1,6,1,2005,2,400,1,0,0,0,0,0,0,0,7,2006,164990
30,60,10200,5,8,1940,1997,0,0,0,672,672,1,672,0,0,672,0,0,1,0,2,1,4,0,1940,1,240,0,168,0,0,0,0,0,0,8,2008,108000
60,93,12090,8,5,1998,1998,650,0,0,1141,1141,1,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998,2,420,1,144,123,0,0,0,0,0,7,2006,258000
60,NA,10364,6,5,1995,1996,0,0,0,806,806,1,806,766,0,1572,0,0,2,1,3,1,7,1,1995,2,373,1,0,40,0,0,0,0,0,5,2007,168000
20,NA,9991,4,4,1976,1993,0,1116,0,165,1281,1,1620,0,0,1620,1,0,2,0,3,1,8,1,1993,2,490,1,120,78,0,0,0,0,0,6,2009,150000
50,51,10480,6,5,1936,1950,0,0,0,1064,1064,1,1166,0,473,1639,0,0,1,0,3,1,6,0,1936,1,240,1,0,0,0,0,0,0,0,3,2008,115000
70,63,15576,6,7,1915,1976,0,0,0,840,840,1,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,308,1,0,0,160,0,0,0,0,3,2008,177000
60,109,14154,7,5,2006,2006,350,0,0,1063,1063,1,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,3,947,1,192,62,0,0,0,0,0,8,2007,280000
60,85,10800,8,5,2007,2008,100,789,0,245,1034,1,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008,3,836,1,0,102,0,0,0,0,0,4,2008,339750
20,68,9571,5,3,1958,1958,0,0,0,1276,1276,1,1276,0,0,1276,0,0,1,0,3,1,5,0,1958,1,350,1,0,0,0,0,0,0,0,6,2009,60000
190,100,34650,5,5,1955,1955,0,1056,0,0,1056,0,1056,0,0,1056,1,0,1,0,3,1,5,0,1955,2,572,1,264,0,0,0,0,0,0,1,2006,145000
20,NA,4403,7,5,2009,2009,432,578,0,892,1470,1,1478,0,0,1478,1,0,2,1,2,1,7,1,2009,2,484,1,0,144,0,0,0,0,0,6,2010,222000
30,56,8960,5,6,1927,1950,0,0,0,1008,1008,1,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,2,360,1,0,0,130,0,0,0,0,3,2010,115000
60,59,11228,7,5,1993,1993,0,50,531,499,1080,1,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,3,678,1,196,187,0,0,0,0,0,12,2008,228000
20,73,8899,7,5,2007,2007,0,24,0,1316,1340,1,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,2,396,1,100,30,0,0,0,0,0,8,2007,181134
60,74,7844,6,7,1978,1978,203,209,0,463,672,1,672,728,0,1400,0,0,1,1,3,1,6,1,1978,2,440,1,0,0,0,0,0,0,0,3,2006,149500
70,86,22420,6,6,1918,1950,0,1128,0,242,1370,0,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,0,11,2007,239000
50,60,8160,5,6,1940,1950,0,312,0,444,756,0,756,378,0,1134,1,0,1,1,3,1,7,0,1940,1,240,0.5,0,0,0,0,0,0,0,4,2007,126000
20,65,8450,5,6,1968,1968,0,775,0,281,1056,1,1056,0,0,1056,1,0,1,0,3,1,6,1,1968,1,304,1,0,85,184,0,0,0,0,7,2010,142000
90,78,7060,7,5,1997,1998,200,1309,0,35,1344,1,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,1,0,0,0,0,0,0,0,11,2008,206300
20,NA,16635,6,7,1977,2000,126,1246,0,356,1602,1,1602,0,0,1602,0,1,2,0,3,1,8,1,1977,2,529,1,240,0,0,0,0,0,0,6,2009,215000
20,100,21750,5,5,1954,1954,0,0,0,988,988,1,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,0,2,2008,113000
60,80,9200,8,5,1998,1998,473,986,0,484,1470,1,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998,3,696,1,0,66,0,0,0,0,0,6,2008,315000
20,72,9000,6,5,1956,1956,74,616,0,580,1196,1,1196,0,0,1196,1,0,1,0,2,1,6,1,1956,1,297,1,0,44,0,0,0,0,0,5,2008,139000
60,60,3378,7,8,1946,1992,0,0,0,651,651,1,707,682,0,1389,0,0,1,1,3,1,6,2,1947,1,240,0.5,0,0,126,0,0,0,0,9,2009,135000
80,NA,12800,7,5,1989,1989,145,1518,0,0,1518,1,1644,0,0,1644,1,1,2,0,2,1,5,1,1989,2,569,1,80,0,0,0,396,0,0,8,2009,275000
20,77,8593,4,6,1957,1957,0,288,0,619,907,1,907,0,0,907,0,0,1,0,3,1,5,0,1964,1,352,1,0,0,0,0,0,0,0,7,2008,109008
20,64,6762,7,5,2007,2007,108,664,0,544,1208,1,1208,0,0,1208,1,0,2,0,2,1,6,0,2007,2,628,1,105,54,0,0,0,0,0,9,2007,195400
20,130,11457,6,5,1988,1988,0,1005,0,387,1392,1,1412,0,0,1412,1,0,2,0,3,1,6,1,1988,2,576,1,0,0,169,0,0,0,0,3,2009,175000
160,21,1680,6,5,1971,1971,232,387,0,96,483,1,483,504,0,987,0,0,1,1,2,1,4,0,1971,1,264,1,0,0,0,0,0,0,0,7,2008,85400
50,60,5586,6,7,1920,1998,0,0,0,901,901,1,1088,110,0,1198,0,0,1,0,4,1,7,0,NA,0,0,0,0,98,0,0,0,0,0,9,2008,79900
160,24,1920,5,5,1971,1971,376,471,0,294,765,1,765,600,0,1365,1,0,1,1,2,1,6,0,1971,2,440,1,240,36,0,0,0,0,0,8,2007,122500
60,100,10839,6,5,1997,1998,0,0,0,926,926,1,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,1,0,36,0,0,0,0,0,7,2008,181000
180,21,1890,4,7,1972,1972,0,495,0,135,630,1,630,0,0,630,1,0,1,0,1,1,3,0,NA,0,0,1,88,0,0,0,0,0,0,6,2008,81000
60,43,10667,7,6,1996,1996,0,385,344,70,799,1,827,834,0,1661,1,0,2,1,3,1,6,1,1996,2,550,1,158,61,0,0,0,0,0,4,2009,212000
50,40,4400,6,8,1920,1950,0,0,0,648,648,1,734,384,0,1118,0,0,1,0,2,1,6,0,1990,2,440,1,0,0,0,0,0,0,0,10,2006,116000
45,50,6000,6,7,1926,2004,0,0,0,884,884,1,904,0,0,904,0,0,1,0,2,1,4,0,1926,1,180,1,0,0,105,0,0,0,0,1,2009,119000
30,40,4280,5,6,1913,2002,0,365,0,75,440,0,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,0.5,0,0,34,0,0,0,0,3,2007,90350
50,67,12354,6,8,1920,2000,0,0,0,684,684,1,684,512,0,1196,0,0,1,0,3,1,7,0,2005,2,528,1,0,46,0,0,0,0,800,8,2009,110000
20,105,15431,10,5,2008,2008,200,1767,539,788,3094,1,2402,0,0,2402,1,0,2,0,2,1,10,2,2008,3,672,1,0,72,0,0,170,0,0,4,2009,555000
90,92,12108,4,4,1955,1955,270,133,0,1307,1440,0,1440,0,0,1440,0,0,2,0,4,2,8,0,NA,0,0,1,0,0,0,0,0,0,0,9,2008,118000
50,52,6240,5,7,1930,1992,0,0,0,1078,1078,1,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,2,360,0.5,0,0,0,0,0,0,0,6,2008,162900
120,53,3922,7,5,2006,2007,72,0,0,1258,1258,1,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,3,648,1,144,16,0,0,0,0,0,6,2007,172500
60,70,8750,7,5,1994,1995,0,642,0,273,915,1,933,975,0,1908,1,0,2,1,4,1,8,1,1994,2,493,1,144,133,0,0,0,0,0,7,2008,210000
20,73,9855,6,5,1956,1956,0,0,0,1436,1436,1,1689,0,0,1689,0,0,1,0,3,1,7,1,1956,2,480,1,0,0,0,0,0,0,0,11,2009,127500
20,137,16492,6,6,1966,2002,0,247,713,557,1517,1,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,2,578,1,0,0,0,0,0,0,0,6,2010,190000
60,NA,11214,7,5,1998,1999,0,0,0,930,930,1,956,930,0,1886,0,0,2,1,4,1,10,1,1998,2,431,1,89,0,0,0,0,0,0,7,2006,199900
50,50,8600,6,6,1937,1950,0,0,0,780,780,1,780,596,0,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,0,0,0,6,2006,119500
50,50,6000,3,7,1948,2002,0,331,0,318,649,1,679,504,0,1183,0,0,1,1,2,1,6,0,1981,1,308,1,0,176,0,0,0,0,0,6,2007,120000
30,70,5684,6,8,1930,2005,0,0,0,813,813,1,813,0,0,813,0,0,1,0,2,1,5,0,1932,1,270,0,0,113,0,0,0,0,0,6,2006,110000
20,62,70761,7,5,1975,1975,0,655,0,878,1533,1,1533,0,0,1533,1,0,2,0,2,1,5,2,1975,2,576,1,200,54,0,0,0,0,0,12,2006,280000
60,NA,9303,6,5,1996,1997,42,742,0,130,872,1,888,868,0,1756,1,0,2,1,3,1,7,0,1996,2,422,1,144,122,0,0,0,0,0,7,2007,204000
60,75,9000,8,5,2008,2008,0,0,0,768,768,1,786,804,0,1590,0,0,2,1,3,1,6,0,2008,2,676,1,0,30,0,0,0,0,0,6,2009,210000
90,63,9297,5,5,1976,1976,0,1606,0,122,1728,1,1728,0,0,1728,2,0,2,0,4,2,8,0,1976,2,560,1,0,0,0,0,0,0,0,7,2006,188000
20,80,9600,7,6,1973,1973,320,916,0,326,1242,1,1242,0,0,1242,0,0,1,1,3,1,6,1,1973,2,528,1,0,0,0,0,0,0,0,9,2007,175500
70,34,4571,5,5,1916,1950,0,0,0,624,624,0,624,720,0,1344,0,0,1,0,4,1,7,0,1916,3,513,1,0,0,96,0,0,0,0,5,2008,98000
20,NA,53227,4,6,1954,1994,0,1116,0,248,1364,1,1663,0,0,1663,1,0,1,0,2,1,6,2,1954,2,529,1,224,137,0,0,0,0,0,3,2008,256000
70,NA,5100,8,7,1925,1996,0,0,0,588,588,1,833,833,0,1666,0,0,1,0,3,1,7,1,1925,1,228,1,192,63,0,0,0,0,0,6,2008,161000
50,NA,7015,5,4,1950,1950,161,185,0,524,709,1,979,224,0,1203,1,0,1,0,3,1,5,1,1950,1,352,1,0,0,248,0,0,0,0,7,2009,110000
60,75,8004,8,5,2009,2009,110,544,0,288,832,1,832,1103,0,1935,1,0,2,1,3,1,8,0,2009,2,552,1,0,150,0,0,0,0,0,12,2009,263435
70,60,7200,7,9,1936,2007,0,350,210,0,560,1,575,560,0,1135,1,0,1,0,3,1,6,0,1971,2,576,1,256,0,0,0,0,0,0,4,2009,155000
20,60,8281,5,5,1965,1965,0,553,311,0,864,1,864,0,0,864,0,0,1,0,3,1,5,1,1965,1,360,1,0,0,236,0,0,0,0,12,2009,62383
70,74,11988,6,7,1934,1995,0,326,0,389,715,1,849,811,0,1660,0,0,1,1,3,1,6,1,1939,1,240,1,0,0,0,0,0,0,0,8,2008,188700
20,60,8430,5,5,1978,1978,136,616,0,424,1040,1,1040,0,0,1040,0,0,2,0,3,1,5,0,NA,0,0,1,0,0,0,0,0,0,0,8,2009,124000
120,NA,3072,7,5,2004,2004,18,0,0,1375,1375,1,1414,0,0,1414,0,0,2,0,2,1,6,1,2004,2,398,1,144,20,0,0,0,0,0,5,2006,178740
20,85,10628,7,5,1970,1970,0,778,0,499,1277,1,1277,0,0,1277,1,0,1,0,2,1,5,1,1970,2,526,1,0,0,0,0,176,0,0,4,2007,167000
70,79,9480,5,7,1942,1995,224,386,0,342,728,1,888,756,0,1644,0,0,1,1,3,1,7,2,1942,1,312,1,168,0,0,0,0,0,0,6,2007,146500
20,98,11428,8,5,2006,2006,248,0,0,1626,1626,1,1634,0,0,1634,0,0,2,0,3,1,7,1,2006,3,866,1,0,44,0,0,0,0,0,5,2007,250000
60,76,9291,6,5,1993,1993,120,426,0,406,832,1,832,878,0,1710,0,0,2,1,3,1,7,0,1993,2,506,1,144,70,0,0,0,0,0,6,2008,187000
